2-Apr,12:39:12,68.72°F,45.20%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:14,68.72°F,45.30%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:16,68.72°F,45.30%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:18,68.72°F,45.30%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:20,68.72°F,45.30%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:22,68.72°F,45.30%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:24,68.90°F,45.40%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:26,68.72°F,45.40%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:28,68.90°F,45.50%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:30,68.72°F,45.40%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:32,68.72°F,45.40%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:34,68.72°F,45.40%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:36,68.72°F,45.50%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:38,68.72°F,45.50%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:40,68.72°F,45.50%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:42,68.72°F,45.50%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:44,68.72°F,45.60%,70°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:46,68.72°F,45.60%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:48,68.72°F,45.60%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:50,68.72°F,45.70%,70°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:52,68.72°F,45.70%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:54,68.72°F,45.70%,70°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:57,68.54°F,45.70%,69°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:39:59,68.72°F,45.70%,70°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:01,68.54°F,45.70%,70°F (Wall),70°F (Ambient2),Comfort
2-Apr,12:40:03,68.54°F,45.70%,70°F (Wall),70°F (Ambient2),Comfort
